0	[11.0, 9.0, 1.0, 44.0]
0	[14.0, 46.0, 15.0, 2.0]
0	[15.0, 10.0, 31.0, 22.0]
0	[21.0, 22.0, 16.0, 4.0]
0	[25.0, 16.0, 5.0, 23.0]
0	[29.0, 19.0, 23.0, 20.0]
0	[3.0, 21.0, 22.0, 5.0]
0	[31.0, 15.0, 47.0, 7.0]
0	[32.0, 1.0, 48.0, 1.0]
0	[32.0, 24.0, 9.0, 17.0]
0	[32.0, 8.0, 18.0, 27.0]
0	[32.0, 8.0, 5.0, 40.0]
0	[36.0, 38.0, 3.0, 2.0]
0	[50.0, 5.0, 16.0, 33.0]
0	[7.0, 1.0, 19.0, 26.0]
1	[1.0, 44.0, 17.0, 78.0]
1	[12.0, 31.0, 9.0, 100.0]
1	[19.0, 13.0, 24.0, 62.0]
1	[2.0, 16.0, 35.0, 51.0]
1	[27.0, 47.0, 17.0, 61.0]
1	[28.0, 38.0, 21.0, 86.0]
1	[31.0, 10.0, 9.0, 73.0]
1	[36.0, 4.0, 23.0, 51.0]
1	[38.0, 38.0, 14.0, 58.0]
1	[4.0, 7.0, 24.0, 69.0]
1	[44.0, 12.0, 11.0, 64.0]
1	[45.0, 1.0, 29.0, 93.0]
1	[45.0, 3.0, 3.0, 63.0]
1	[52.0, 14.0, 2.0, 100.0]
1	[52.0, 41.0, 14.0, 52.0]
1	[7.0, 22.0, 28.0, 56.0]
2	[11.0, 11.0, 72.0, 33.0]
2	[11.0, 16.0, 79.0, 25.0]
2	[21.0, 23.0, 55.0, 31.0]
2	[22.0, 3.0, 98.0, 18.0]
2	[22.0, 36.0, 92.0, 4.0]
2	[26.0, 16.0, 55.0, 49.0]
2	[31.0, 44.0, 69.0, 6.0]
2	[40.0, 3.0, 65.0, 20.0]
2	[41.0, 25.0, 56.0, 29.0]
2	[42.0, 24.0, 61.0, 7.0]
2	[45.0, 42.0, 54.0, 9.0]
2	[46.0, 45.0, 67.0, 6.0]
2	[5.0, 24.0, 59.0, 43.0]
2	[51.0, 46.0, 84.0, 4.0]
2	[52.0, 18.0, 91.0, 8.0]
2	[6.0, 24.0, 65.0, 30.0]
2	[7.0, 21.0, 68.0, 18.0]
2	[8.0, 15.0, 72.0, 45.0]
2	[9.0, 30.0, 82.0, 10.0]
3	[2.0, 33.0, 80.0, 55.0]
3	[23.0, 28.0, 73.0, 97.0]
3	[24.0, 44.0, 68.0, 71.0]
3	[27.0, 39.0, 60.0, 81.0]
3	[29.0, 29.0, 70.0, 54.0]
3	[31.0, 4.0, 65.0, 54.0]
3	[35.0, 11.0, 64.0, 73.0]
3	[5.0, 10.0, 87.0, 56.0]
3	[6.0, 30.0, 76.0, 91.0]
4	[1.0, 66.0, 9.0, 4.0]
4	[15.0, 55.0, 33.0, 1.0]
4	[17.0, 65.0, 28.0, 2.0]
4	[20.0, 57.0, 2.0, 41.0]
4	[2.0, 90.0, 1.0, 17.0]
4	[23.0, 48.0, 30.0, 16.0]
